Latitude,Longitude,Time,Temperature,Humidity,Pressure
51.263419,-0.130291,2016-08-18 11:00:00,20.0,73.0,1011.0
51.262488,-0.14156349999999998,2016-08-18 11:05:00,20.0,73.0,1011.0
51.261556999999996,-0.15283599999999997,2016-08-18 11:10:00,20.0,73.0,1011.0
51.260625999999995,-0.16410849999999996,2016-08-18 11:15:00,20.0,73.0,1011.0
51.259694999999994,-0.17538099999999995,2016-08-18 11:20:00,21.0,68.0,1011.0
51.25876399999999,-0.18665349999999994,2016-08-18 11:25:00,21.0,68.0,1011.0
51.257833,-0.197926,2016-08-18 11:30:00,21.0,68.0,1011.0
51.26452633333333,-0.21755249999999998,2016-08-18 11:35:00,21.0,68.0,1011.0
51.27121966666666,-0.23717899999999997,2016-08-18 11:40:00,21.0,68.0,1011.0
51.27791299999999,-0.25680549999999996,2016-08-18 11:45:00,21.0,68.0,1011.0
51.28460633333332,-0.27643199999999996,2016-08-18 11:50:00,21.0,68.0,1011.0
51.29129966666665,-0.29605849999999995,2016-08-18 11:55:00,21.0,68.0,1011.0
51.297993,-0.315685,2016-08-18 12:00:00,21.0,68.0,1011.0
51.30221366666667,-0.33805816666666666,2016-08-18 12:05:00,21.0,68.0,1011.0
51.306434333333335,-0.3604313333333333,2016-08-18 12:10:00,21.0,68.0,1011.0
51.310655000000004,-0.3828045,2016-08-18 12:15:00,21.0,68.0,1011.0
51.31487566666667,-0.40517766666666666,2016-08-18 12:20:00,22.0,64.0,1010.0
51.31909633333334,-0.4275508333333333,2016-08-18 12:25:00,22.0,64.0,1010.0
51.323317,-0.449924,2016-08-18 12:30:00,22.0,64.0,1010.0
51.33642916666667,-0.46422916666666664,2016-08-18 12:35:00,22.0,64.0,1010.0
51.349541333333335,-0.4785343333333333,2016-08-18 12:40:00,22.0,64.0,1010.0
51.3626535,-0.49283949999999993,2016-08-18 12:45:00,22.0,64.0,1010.0
51.375765666666666,-0.5071446666666666,2016-08-18 12:50:00,24.0,53.0,1010.0
51.38887783333333,-0.5214498333333333,2016-08-18 12:55:00,24.0,53.0,1010.0
51.40199,-0.535755,2016-08-18 13:00:00,24.0,53.0,1010.0
51.4091975,-0.534725,2016-08-18 13:05:00,24.0,53.0,1010.0
51.416405,-0.533695,2016-08-18 13:10:00,24.0,53.0,1010.0
51.4236125,-0.532665,2016-08-18 13:15:00,24.0,53.0,1010.0
51.43082,-0.5316350000000001,2016-08-18 13:20:00,24.0,50.0,1010.0
51.4380275,-0.5306050000000001,2016-08-18 13:25:00,24.0,50.0,1010.0
51.445235,-0.529575,2016-08-18 13:30:00,24.0,50.0,1010.0
51.44915683333333,-0.5259773333333333,2016-08-18 13:35:00,24.0,50.0,1010.0
51.45307866666667,-0.5223796666666667,2016-08-18 13:40:00,24.0,50.0,1010.0
51.45700050000001,-0.5187820000000001,2016-08-18 13:45:00,24.0,50.0,1010.0
51.46092233333334,-0.5151843333333335,2016-08-18 13:50:00,25.0,41.0,1010.0
51.46484416666668,-0.5115866666666669,2016-08-18 13:55:00,25.0,41.0,1010.0
51.468766,-0.507989,2016-08-18 14:00:00,25.0,41.0,1010.0
51.484060166666666,-0.5117155,2016-08-18 14:05:00,25.0,41.0,1010.0
51.49935433333333,-0.515442,2016-08-18 14:10:00,25.0,41.0,1010.0
51.51464849999999,-0.5191684999999999,2016-08-18 14:15:00,25.0,41.0,1010.0
51.529942666666656,-0.5228949999999999,2016-08-18 14:20:00,24.0,41.0,1010.0
51.54523683333332,-0.5266214999999999,2016-08-18 14:25:00,24.0,41.0,1010.0
51.560531,-0.530348,2016-08-18 14:30:00,24.0,41.0,1010.0
51.573370999999995,-0.5270613333333334,2016-08-18 14:35:00,24.0,41.0,1010.0
51.58621099999999,-0.5237746666666667,2016-08-18 14:40:00,24.0,41.0,1010.0
51.59905099999999,-0.5204880000000001,2016-08-18 14:45:00,24.0,41.0,1010.0
51.611890999999986,-0.5172013333333334,2016-08-18 14:50:00,24.0,41.0,1010.0
51.62473099999998,-0.5139146666666667,2016-08-18 14:55:00,24.0,41.0,1010.0
51.637571,-0.510628,2016-08-18 15:00:00,24.0,41.0,1010.0
51.648048833333334,-0.4995308333333333,2016-08-18 15:05:00,24.0,41.0,1010.0
51.65852666666667,-0.48843366666666665,2016-08-18 15:10:00,24.0,41.0,1010.0
51.6690045,-0.4773365,2016-08-18 15:15:00,24.0,41.0,1010.0
51.67948233333333,-0.46623933333333334,2016-08-18 15:20:00,24.0,41.0,1010.0
51.689960166666665,-0.4551421666666667,2016-08-18 15:25:00,25.0,44.0,1009.0
51.700438,-0.444045,2016-08-18 15:30:00,25.0,44.0,1009.0
51.702920166666665,-0.4342101666666667,2016-08-18 15:35:00,25.0,44.0,1009.0
51.70540233333333,-0.4243753333333333,2016-08-18 15:40:00,25.0,44.0,1009.0
51.7078845,-0.4145405,2016-08-18 15:45:00,25.0,44.0,1009.0
51.710366666666665,-0.40470566666666663,2016-08-18 15:50:00,25.0,33.0,1010.0
51.71284883333333,-0.3948708333333333,2016-08-18 15:55:00,25.0,33.0,1010.0
51.715331,-0.385036,2016-08-18 16:00:00,24.0,47.0,1009.0
51.71068533333333,-0.3590008333333333,2016-08-18 16:05:00,24.0,47.0,1009.0
51.70603966666666,-0.33296566666666666,2016-08-18 16:10:00,24.0,47.0,1009.0
51.70139399999999,-0.3069305,2016-08-18 16:15:00,24.0,47.0,1009.0
51.696748333333325,-0.28089533333333333,2016-08-18 16:20:00,24.0,47.0,1010.0
51.692102666666656,-0.25486016666666667,2016-08-18 16:25:00,24.0,47.0,1010.0
